Unnamed: 0,verse,predicted_labels,predicted_scores
61,"  In Him alone seek your refuge with all your heart, O Arjuna. By His grace  shall you win to the eternal haven of supreme peace.   ","devotion, hope, trust, peace, love, compassion, awe","0.9898038506507874, 0.9879103899002075, 0.9834111332893372, 0.9629693627357483, 0.92991042137146, 0.8291825652122498, 0.7656625509262085"
62,"  Thus have I expounded to you the most mysterious of all knowledge;  ponder over it fully, then act as you will.   ",awe,0.69031173
63,"  Hear again My supreme word, the most mysterious of all; dearly beloved  you are of Me, hence I desire to declare your welfare.   ","devotion, love, trust, compassion, hope, surprise, awe, peace","0.9935859441757202, 0.9880765676498413, 0.9180023670196533, 0.8947008848190308, 0.8548198938369751, 0.7595393061637878, 0.7406869530677795, 0.7097569704055786"
64,"  On Me fix your mind, to Me bring your devotion, to Me offer your sacrifice, to  Me make your obeisance; to Me indeed shall you comeâsolemn is My promise  to you, you are dear to Me.    ","trust, devotion, love, peace, hope, compassion, awe, anticipation","0.9947447776794434, 0.9893329739570618, 0.9760320782661438, 0.9646592140197754, 0.9402572512626648, 0.9117712378501892, 0.8050677180290222, 0.7180178165435791"
65,  Abandon all duties and come to Me the only refuge. I will release you from  all sins; grieve not!   ,"hope, peace, detachment, trust, compassion, devotion, love, awe, grief, joy","0.9758187532424927, 0.9692392349243164, 0.9462628960609436, 0.943222165107727, 0.9319108724594116, 0.9254220128059387, 0.8531304597854614, 0.7494478225708008, 0.5723350644111633, 0.537502110004425"
66,"  Utter this never to him who knows no austerity, has no devotion, nor any  desire to listen, nor yet to him who scoffs at Me.   ","detachment, surprise, disgust, trust, hope, peace","0.8936232924461365, 0.7739828824996948, 0.723714292049408, 0.5893121361732483, 0.5220192074775696, 0.5005708932876587"
67,"  He who will propound this supreme mystery to My devotees, shall, by that  act of highest devotion to Me, surely come to Me.   ","devotion, hope, awe, trust, anticipation, surprise","0.9747355580329895, 0.7729783058166504, 0.7443955540657043, 0.617190957069397, 0.6051723957061768, 0.5808268785476685"
68,  Nor among men is there any who renders dearer service to Me than he; nor  shall there be on earth any more beloved by Me than he.   ,"devotion, love, trust, awe, compassion, joy, peace","0.9906414151191711, 0.9800031185150146, 0.9303789138793945, 0.8427603244781494, 0.6454431414604187, 0.5505301356315613, 0.5346408486366272"
69,"  And the man of faith who, scorning not, will but listen to it,âeven he shall  be released and will go to the happy worlds of men of virtuous deeds.   ","hope, trust, devotion, peace, compassion, joy, awe, detachment","0.9835333228111267, 0.9556632041931152, 0.9243561625480652, 0.8576809167861938, 0.7769184112548828, 0.7688835859298706, 0.6550450325012207, 0.5313675999641418"
70,"  Have you heard this, O Arjuna, with a concentrated mind? Has your delusion,  born of ignorance, been destroyed, O Arjuna?  Arjuna Said:   ","surprise, awe","0.7070195078849792, 0.6209561228752136"
71,"  Thanks to Your grace, O Krishna, my delusion is destroyed, my  understanding has returned. I stand secure, my doubts all dispelled; I will do  your bidding.  Sanjaya Said:   ","trust, hope, devotion, peace, compassion, joy, awe, love","0.953081488609314, 0.9492578506469727, 0.9417728185653687, 0.8915728330612183, 0.8305363059043884, 0.7223281860351562, 0.718754231929779, 0.6909862160682678"
72,  Thus did I hear this marvellous and thrilling discourse between Krishna  and the great-souled Arjuna.   ,"awe, joy, devotion, compassion, hope","0.9780142903327942, 0.9084555506706238, 0.7864793539047241, 0.5663148760795593, 0.5348371863365173"
73,"  It was by Vyasa's favor that I listened to this supreme and mysterious Yoga  as expounded by the lips of the Master of Yoga, Krishna Himself.   ","awe, devotion, surprise","0.9422922730445862, 0.8848599195480347, 0.5182895660400391"
74,"  O King, as often as I recall that marvellous and purifying discourse between  Krishna and Arjuna, I am filled with recurring rapture.   ","awe, joy, devotion, hope, peace, love","0.9882661700248718, 0.987659215927124, 0.9219253063201904, 0.8354050517082214, 0.8260124325752258, 0.5600404739379883"
75,"  And as often as I recall that marvellous form of Krishna, my wonder knows no  bounds and I rejoice again and again.   ","awe, joy, devotion","0.9939995408058167, 0.9680649042129517, 0.8605157732963562"
76,"  Wheresoever Krishna, the Master of Yoga, is, and wheresoever is Arjuna the  Bowman, there rest assured are Fortune, Victory, Prosperity, and Eternal Right.","hope, devotion, awe, trust","0.9738977551460266, 0.8181715607643127, 0.7153422832489014, 0.504400372505188"
0,"  I expounded this imperishable yoga to Vivasvat; Vivasvat communicated it to  Manu, and Manu to Ikshvaku.   ",Neutral,
1,"  Thus handed down in succession, the royal sages learnt it; with long lapse of  time it dwindled away in this world, O Arjuna.   ","devotion, awe, trust, sadness","0.7622792720794678, 0.7044925689697266, 0.6469260454177856, 0.502987265586853"
2,"  The same ancient yoga have I expounded to you today; for you are My  devotee and My friend, and this is the supreme mystery.  Arjuna Said:   ","devotion, awe, surprise","0.9883232712745667, 0.971990168094635, 0.8837689161300659"
3,"  Later was Your birth, my Lord, earlier that of Vivasvat. How then am I to  understand that You didst expound it in the beginning?  The Lord Said:   ","surprise, trust, detachment","0.929192841053009, 0.5703880786895752, 0.5226842761039734"
4,"  Many births have we passed through, O Arjuna, both you and I; I know  them all, you know them not, O Arjuna.  Though unborn and inexhaustible in My essence, though Lord of all beings, yet  assuming control over My Nature, I come into being by My mysterious power.   ",awe,0.504328609
5,"  For whenever Right declines and Wrong prevails, then O Arjuna, I come to  birth.     ","hope, anticipation","0.8630524277687073, 0.7453064322471619"
6,"  To save the righteous, to destroy the wicked, and to re-establish Right I am  born from age to age.    ","hope, devotion","0.8395704627037048, 0.7699611186981201"
7,"  He who knows the secret of this My divine birth and action is not born again,  after leaving the body; he comes to Me, O Arjuna.    ","awe, devotion, trust","0.7495661973953247, 0.7198210954666138, 0.6497371196746826"
8,"  Freed from passion, fear and wrath, filled full with Me, relying on Me, and  refined by the fiery ordeal of knowledge, many have become one with Me.   ","trust, hope, devotion, peace","0.935318112373352, 0.8078608512878418, 0.7490175366401672, 0.7315294146537781"
9,"  In whatever way men resort to Me, even so do I render to them. In every  way, O Arjuna, the path men follow is Mine.    ","devotion, trust, compassion, peace, hope","0.9058930277824402, 0.8661076426506042, 0.8610976338386536, 0.7599011063575745, 0.5333357453346252"
10,  Those who desire their actions to bear fruit worship the gods here; for in this  world of men the fruit of action is quickly obtainable.    ,"devotion, awe","0.9616912603378296, 0.7718026041984558"
11,"  The order of the four varnas was created by Me according to the different  gunas and karma of each; yet know that though, therefore, author thereof,  being changeless I am not the author.   ",Neutral,
12,"  Actions do not affect Me, nor am I concerned with the fruits thereof. He who  recognizes Me as such is not bound by actions.    ","detachment, peace, trust, devotion","0.9930006861686707, 0.8789685964584351, 0.7991223335266113, 0.6183434724807739"
13,"  Knowing this did men of old, desirous of freedom, perform action; do you,  then, just as they didâthe men of old in days gone by.   ",hope,0.796330333
14,  âWhat is action? What is inaction?'âhere even the wise are perplexed. I will  then expound to you that action knowing which you shall be saved from evil.   ,hope,0.60387069
15,"  For it is meet to know the meaning of action, of forbidden action, as also  inaction. Impenetrable is the secret of action.   ",Neutral,
16,"  Who sees action in action and action in inaction, he is enlightened among  men, he is a yogi, he has done all he need do.    ",awe,0.799537539
17,"  He whose every undertaking is free from desire and selfish purpose, and he  who has burnt all his actions in the fire of knowledgeâsuch an one the wise call  a pandita.   ","detachment, peace, devotion, awe","0.9184924960136414, 0.8271203637123108, 0.640261709690094, 0.6133115291595459"
18,"  He who has renounced attachment to the fruit of action, who is ever content,  and free from all dependence,âhe, though immersed in action, yet acts not.   ","detachment, peace, hope, joy, devotion","0.9751596450805664, 0.9679004549980164, 0.6710875034332275, 0.5370470881462097, 0.5058438777923584"
19,"  Expecting nothing, holding his mind and body in check, putting away every  possession, and going through action only in the body he incurs no stain.   ","detachment, peace, devotion, trust, awe","0.9914196729660034, 0.9448416829109192, 0.7569554448127747, 0.6050063967704773, 0.530848503112793"
20,"  Content with whatever chance may bring, rid of the pairs of opposites, free  from ill-will, even-minded in success and failure, he is not bound though he  acts.   ","peace, detachment, hope, joy","0.99064040184021, 0.9904202222824097, 0.7445924878120422, 0.7031676173210144"
21,"  Of the free soul who has shred all attachment, whose mind is firmly  grounded in knowledge, who acts only for sacrifice, all karma is extinguished.   ","detachment, peace, awe","0.9818500876426697, 0.8719728589057922, 0.6257302165031433"
22,  The offering of sacrifice is Brahman; the oblation is Brahman; it is offered by  Brahman in the fire that is Brahman; thus he whose mind is fixed on acts  dedicated to Brahman must needs pass on to Brahman.   ,devotion,0.943263888
